temperature,temperature_rate,smoke_level,co_level,co2_level,humidity,electrical_load,occupancy,hvac_running,sprinkler_active,risk_class
19.838490378849414,0.0,0.2798536137892528,6.536443912324578,400.89319365932886,32.93298907682859,82.92255172010027,95.28477050318624,1,0,WARNING
27.16450561981841,0.059210011047076044,0.014508660641224231,3.160131567184422,560.5946315104496,45.99002174691418,54.9559974308645,79.06613505395912,1,0,NORMAL
65.03601060769873,0.8142978513653961,0.6041456819585141,50.12933768636121,929.1916955985056,74.70144206150552,66.30937823114752,105.82297725923041,0,0,CRITICAL
51.66740837885672,0.12796015429487925,0.0,3.4988433437729363,1173.5945394548683,58.63957144125534,28.998105073985712,108.10330148796011,1,1,WARNING
27.194117653970164,0.03329935652833186,0.02847739544812762,1.9738403767443784,463.96335176259134,39.47298914690558,31.3361426965452,88.93568149690975,1,0,NORMAL
45.014471018045434,2.112684461868441,0.30224468663659254,59.56612420300408,1489.570920572166,44.5643253202499,68.46033015198911,182.7060738408017,1,1,CRITICAL
38.673668289666665,0.11125881949858173,0.4254965216683228,9.223758392479628,1193.5645654545458,54.634088290166986,71.52679559408452,91.80114103390076,1,0,WARNING
22.516920505858582,0.9203809481713117,0.28240658313840744,42.23699147213221,783.7381709459634,46.94800201884786,71.41415612919401,103.56308734862748,0,1,WARNING
25.39422215843594,0.21732974045103182,0.05329407580109533,7.095920817467819,641.7767409510479,49.2916721094341,28.940062042480495,61.02546020652785,1,0,NORMAL
26.10696222634641,0.1633339906789726,0.012358779243940791,4.756651752511436,613.5411343237063,46.91352047131982,58.8074565501413,110.41605935236494,0,0,NORMAL
25.795337035274933,0.2978395876522295,0.06967378968689897,10.194333665458089,599.9827508244795,67.74253641833641,48.57917918078296,31.190391881018062,1,0,NORMAL
61.96264012227046,2.9372498067307165,0.49502155965311,43.82716518883317,1446.93394988891,17.23540597181008,87.34557284872193,189.4485928024503,0,1,CRITICAL
28.157938898225755,0.0,0.3286622850836376,5.267074566442022,1117.2257661193473,37.54766449682146,67.03416587825572,92.93518125602766,1,1,WARNING
54.10005225187222,0.17500039918701854,0.11261489703843058,23.128375821964678,1197.0190515135018,35.61005170072089,44.151221757253076,71.96420871559043,1,0,WARNING
27.68526921455793,0.012748720269498004,0.1862016501572791,0.0,350.0,64.49792144161474,34.89745095423129,21.701778617251637,1,0,NORMAL
27.05723342947924,0.09728385519058753,0.04661392225327098,6.926840191814743,509.29936406100853,51.734189342817444,52.657110412784924,81.00042825750906,1,0,NORMAL
23.883573804790448,0.06653253682818987,0.03397640872815027,0.4436324334823284,493.60333699933744,52.794988901558064,32.43249594969766,105.8951073536693,0,0,NORMAL
34.35621254355341,0.16207914211872915,0.017340431613588024,7.493332963276456,679.5051262215328,35.71515354461515,71.31681966416657,91.34482586141611,1,0,NORMAL
22.877595937903102,0.19400319643664662,0.06977450424487999,3.4955199079519974,453.9270568595213,55.16849486351483,44.29999643794218,42.99366835938467,1,0,NORMAL
44.55309969075456,0.5833565398295096,0.19611828199070777,6.738522729562552,728.681083139583,54.905199595784744,51.775904329129446,104.3108241615985,1,0,WARNING
52.06693778941357,0.16611023565468042,0.10714172826697664,2.3828947890854666,673.3702499953167,46.04440969778073,46.88354628486979,66.57533450946976,0,0,WARNING
19.882110852270937,0.07701233921241993,0.037020450224913445,4.648176495760271,530.8579162661259,49.15770650530613,39.06631428714853,37.11203246422523,0,0,NORMAL
